imp_age,imp_educat,imp_female,imp_race,sevhard,sevhealthd,spmpov,spmres
44,2,0,2. Black Non-Hispanic,1,1,1,7183.0098
68,1,0,5. Hispanic,0,1,1,25950.174
29,4,0,5. Hispanic,1,0,0,26396.25
47,3,0,1. White Non-Hispanic,1,0,0,92506.102
62,4,1,1. White Non-Hispanic,0,0,0,154657.09
37,4,1,2. Black Non-Hispanic,1,0,0,185536.34
53,3,0,5. Hispanic,0,0,0,92440.898
37,4,0,5. Hispanic,0,0,0,72228.25
60,3,0,5. Hispanic,0,1,0,27586.357
69,3,1,2. Black Non-Hispanic,0,0,0,279235.5
44,2,1,5. Hispanic,0,0,0,72302.078
52,4,1,2. Black Non-Hispanic,1,0,1,58779.859
62,4,1,1. White Non-Hispanic,1,0,0,32423.264
40,4,0,4. Other / MultiRacial,0,0,0,89429.031
39,3,0,2. Black Non-Hispanic,0,0,0,40005.25
44,3,0,1. White Non-Hispanic,1,0,0,126915
56,2,1,5. Hispanic,0,0,0,108976.5
56,4,1,5. Hispanic,0,0,0,54309.48
19,3,0,5. Hispanic,1,1,0,34472.305
27,3,0,1. White Non-Hispanic,1,0,0,138768.25
21,3,1,5. Hispanic,1,0,1,20197.219
46,2,0,2. Black Non-Hispanic,0,1,0,19502.773
77,2,1,2. Black Non-Hispanic,0,0,0,65867.586
69,4,1,1. White Non-Hispanic,0,0,0,134374.91
50,1,0,5. Hispanic,0,0,0,80196.523
58,2,0,2. Black Non-Hispanic,1,1,0,21322.523
53,3,0,2. Black Non-Hispanic,1,0,0,32450.232
76,2,1,3. Asian Non-Hispanic,0,0,0,23759.273
59,3,0,1. White Non-Hispanic,1,1,0,18853.523
55,1,1,2. Black Non-Hispanic,1,1,0,17912.773
43,4,1,1. White Non-Hispanic,0,0,0,322644.94
56,4,0,3. Asian Non-Hispanic,0,0,0,48052.32
93,3,1,1. White Non-Hispanic,0,1,0,95786.289
36,4,1,1. White Non-Hispanic,0,0,0,87699
33,2,0,5. Hispanic,1,0,0,54525.539
75,1,1,2. Black Non-Hispanic,1,1,0,20314.115
71.14000377,2,1,2. Black Non-Hispanic,0,1,0,100111.73
55,4,1,2. Black Non-Hispanic,1,1,1,2675
25,3,1,2. Black Non-Hispanic,1,0,0,68710.203
21.01303646,4,1,5. Hispanic,0,0,0,90341.938
42,4,0,2. Black Non-Hispanic,0,0,0,55868.18
22,1,0,2. Black Non-Hispanic,0,0,1,12421.928
33,1,1,5. Hispanic,1,0,1,11973.906
28,2,0,5. Hispanic,0,0,0,108903.8
25,3,1,1. White Non-Hispanic,0,0,0,103320
46,4,0,1. White Non-Hispanic,0,0,1,0
62,2,1,4. Other / MultiRacial,1,1,1,24955.527
81,4,1,1. White Non-Hispanic,0,0,0,94084.734
39,4,1,2. Black Non-Hispanic,0,0,0,269087
18,2,0,2. Black Non-Hispanic,1,0,1,21259.416
50,4,1,1. White Non-Hispanic,1,0,0,54556.992
53,1,0,2. Black Non-Hispanic,1,0,0,185746.27
44,2,1,1. White Non-Hispanic,0,0,0,100894.35
33,1,0,2. Black Non-Hispanic,1,0,1,20420.791
38,3,1,2. Black Non-Hispanic,0,0,0,39212.879
60,3,0,2. Black Non-Hispanic,1,1,0,27275.043
80,4,1,1. White Non-Hispanic,0,0,0,21753.043
35,4,1,2. Black Non-Hispanic,1,0,0,23296.25
31,4,1,1. White Non-Hispanic,0,0,0,209951.39
39,4,0,1. White Non-Hispanic,0,0,0,243216.63
78,3,1,2. Black Non-Hispanic,0,1,0,17350.023
38,3,1,5. Hispanic,1,0,1,3709.0378
36,3,0,1. White Non-Hispanic,1,0,0,50278.5
36,4,1,2. Black Non-Hispanic,0,0,0,73210.672
51,2,1,2. Black Non-Hispanic,1,1,0,17966.869
22,4,1,3. Asian Non-Hispanic,0,0,0,61580.199
70,3,0,3. Asian Non-Hispanic,0,0,0,116169.26
52,2,1,5. Hispanic,0,1,1,36596.98
35,4,1,4. Other / MultiRacial,1,0,0,152549.22
48,3,0,2. Black Non-Hispanic,1,1,1,11919.277
70,2,1,5. Hispanic,0,0,0,96506.273
68,3,1,2. Black Non-Hispanic,1,1,0,15161.11
20,2,1,5. Hispanic,0,0,0,26300
55,4,1,2. Black Non-Hispanic,0,0,0,131703.5
77,4,0,1. White Non-Hispanic,0,0,0,25925.48
57,3,1,1. White Non-Hispanic,0,0,1,11950
58,3,1,1. White Non-Hispanic,1,1,0,104776
75,1,0,5. Hispanic,0,1,0,29057.486
68,3,1,1. White Non-Hispanic,0,0,0,423890
38,2,1,2. Black Non-Hispanic,1,0,1,1300.1749
81,4,0,1. White Non-Hispanic,0,0,0,30000
23,3,0,5. Hispanic,1,1,0,179769.23
26,3,1,1. White Non-Hispanic,0,0,0,44455.219
22,4,0,5. Hispanic,0,0,0,95978.75
40,2,1,5. Hispanic,1,0,0,79363.719
19,2,0,5. Hispanic,0,0,1,9505.1299
27,2,1,2. Black Non-Hispanic,1,0,0,82550.195
56,3,1,2. Black Non-Hispanic,0,0,0,133279.58
22,1,1,2. Black Non-Hispanic,1,0,0,31999.695
62,1,0,5. Hispanic,1,0,0,29920.238
35,3,1,3. Asian Non-Hispanic,1,0,0,70607.5
62,3,1,1. White Non-Hispanic,1,1,0,66214.148
19,3,1,2. Black Non-Hispanic,0,0,0,52843.512
27,3,1,5. Hispanic,1,0,0,31763.867
45,2,1,2. Black Non-Hispanic,1,1,0,37041.555
36,4,0,1. White Non-Hispanic,0,0,0,343302.31
63,1,1,2. Black Non-Hispanic,0,0,0,17218.043
64,4,1,1. White Non-Hispanic,0,0,0,110699.2
41,4,1,5. Hispanic,1,0,0,33173.57
70,1,0,2. Black Non-Hispanic,0,0,0,36275.52
58,1,0,2. Black Non-Hispanic,0,0,0,35851.836
58,3,0,5. Hispanic,0,0,0,109573.31
33,4,0,1. White Non-Hispanic,0,0,0,40157.207
80,3,1,1. White Non-Hispanic,0,0,1,0
79,1,0,1. White Non-Hispanic,0,0,0,199346.14
37,4,1,1. White Non-Hispanic,0,0,0,96039.422
34,2,1,1. White Non-Hispanic,1,0,0,232159.14
20,3,1,5. Hispanic,0,1,0,42824.551
78,2,0,2. Black Non-Hispanic,0,1,0,101517.52
30,3,1,5. Hispanic,1,0,1,19935.457
56,4,1,1. White Non-Hispanic,0,0,0,39226.512
44,4,1,2. Black Non-Hispanic,0,0,0,349536.5
37,1,1,5. Hispanic,1,0,0,62570.586
54,3,1,1. White Non-Hispanic,1,0,0,245853.94
20,3,1,5. Hispanic,0,0,1,8309.6104
77.08143011,3,1,4. Other / MultiRacial,0,0,0,50084.5
23,3,1,2. Black Non-Hispanic,0,0,1,32378.289
51,2,1,2. Black Non-Hispanic,1,1,0,14661.793
42,4,1,3. Asian Non-Hispanic,0,0,0,97347.539
71,4,1,1. White Non-Hispanic,0,0,0,202586.81
57,1,1,5. Hispanic,0,1,0,68895.023
37,1,0,5. Hispanic,1,1,1,11187.273
61,3,1,2. Black Non-Hispanic,0,0,0,35656.5
49,3,0,2. Black Non-Hispanic,1,1,1,26370.469
25,3,1,5. Hispanic,0,0,1,5157.7002
19,2,1,5. Hispanic,1,0,1,10756.36
34,4,1,4. Other / MultiRacial,0,1,1,14337.139
48,4,1,1. White Non-Hispanic,0,0,0,59169.25
45,4,0,1. White Non-Hispanic,0,0,0,128367.6
64,3,1,5. Hispanic,1,0,0,153063.09
49,4,1,1. White Non-Hispanic,0,1,0,126714.95
60,4,1,1. White Non-Hispanic,0,0,0,84181.25
44,1,1,5. Hispanic,1,0,0,41036.809
39,4,1,1. White Non-Hispanic,0,0,0,81659.359
61,1,1,5. Hispanic,0,0,0,20190.023
52,1,1,5. Hispanic,1,1,1,15445.546
60,3,1,1. White Non-Hispanic,0,1,0,73576.367
32,3,0,2. Black Non-Hispanic,1,0,0,39079.25
41,4,0,2. Black Non-Hispanic,1,0,0,30914.5
50,1,0,1. White Non-Hispanic,1,1,1,5244.5137
73,4,0,1. White Non-Hispanic,0,0,0,99540.555
31,2,1,2. Black Non-Hispanic,0,0,0,90601.5
34,2,1,1. White Non-Hispanic,0,0,0,45950.605
32,2,0,5. Hispanic,0,0,0,78534.359
29,2,0,5. Hispanic,0,0,1,21221.035
42,2,1,1. White Non-Hispanic,0,0,0,185154.5
51,2,1,2. Black Non-Hispanic,1,0,0,20223.391
35,2,0,2. Black Non-Hispanic,0,0,0,55511.293
61,4,1,2. Black Non-Hispanic,1,0,0,107126.69
61,4,1,1. White Non-Hispanic,0,0,0,297560.91
24,3,1,5. Hispanic,0,0,0,30686.348
61,2,0,5. Hispanic,1,1,1,9242.4033
74,3,1,2. Black Non-Hispanic,0,1,0,63914.414
30,4,1,3. Asian Non-Hispanic,0,0,0,45263.25
36,4,1,5. Hispanic,0,0,0,50268.949
45,1,1,2. Black Non-Hispanic,1,0,1,13894.043
45,4,1,2. Black Non-Hispanic,1,0,0,45922.25
19,2,1,5. Hispanic,0,0,1,35747.164
42,4,1,4. Other / MultiRacial,1,0,1,9644.9502
40,2,1,2. Black Non-Hispanic,1,0,1,12702.868
50,4,0,1. White Non-Hispanic,0,0,0,133547.13
40,1,1,5. Hispanic,0,1,0,37678.5
30,3,1,2. Black Non-Hispanic,1,1,0,95003.039
67,4,1,1. White Non-Hispanic,0,0,0,155547.89
31,1,0,2. Black Non-Hispanic,0,0,0,115523.96
20,2,1,5. Hispanic,0,0,1,32955.93
37,4,1,2. Black Non-Hispanic,0,0,0,77223.703
55,3,1,1. White Non-Hispanic,0,0,0,182884.3
72,2,0,4. Other / MultiRacial,0,0,0,315309
51,4,1,2. Black Non-Hispanic,1,0,0,79978.805
53,4,0,2. Black Non-Hispanic,1,0,0,37053.25
40,3,1,5. Hispanic,0,0,0,86850.008
47,3,1,1. White Non-Hispanic,1,0,0,58754.008
58,4,0,3. Asian Non-Hispanic,0,0,0,25849.791
56,3,1,5. Hispanic,0,0,0,44108.25
19,2,1,5. Hispanic,1,0,0,56297.023
23,3,0,3. Asian Non-Hispanic,0,0,1,7589.478
58,4,0,1. White Non-Hispanic,0,0,0,74379.703
49,3,1,5. Hispanic,1,1,0,31776.789
34,4,1,2. Black Non-Hispanic,1,0,0,55484.148
44,4,0,4. Other / MultiRacial,0,0,0,122003.64
53,3,1,5. Hispanic,0,1,0,19473.678
33,4,0,1. White Non-Hispanic,0,0,0,83134.18
33,3,1,2. Black Non-Hispanic,1,0,0,45507.711
18,3,1,5. Hispanic,0,0,0,43463.281
46,2,0,5. Hispanic,0,0,1,16650.32
43,3,0,2. Black Non-Hispanic,1,1,0,63984.258
54,4,1,2. Black Non-Hispanic,1,0,0,157753.25
34,2,1,2. Black Non-Hispanic,0,0,1,12194.103
45,4,1,2. Black Non-Hispanic,1,0,0,68668.75
23,2,1,2. Black Non-Hispanic,1,0,1,22609.027
21,1,0,5. Hispanic,0,0,0,57335.711
37,4,1,1. White Non-Hispanic,0,0,0,53957
19,1,1,3. Asian Non-Hispanic,1,0,0,52415.055
54,1,1,5. Hispanic,0,0,0,63806.598
40,1,0,5. Hispanic,1,0,1,18001.639
48,4,1,2. Black Non-Hispanic,1,0,0,91178.508
54,4,1,1. White Non-Hispanic,0,0,0,150180.48
62,4,1,2. Black Non-Hispanic,0,0,0,133114.75
56,2,0,2. Black Non-Hispanic,0,0,1,30527.07
56,4,1,1. White Non-Hispanic,1,0,0,229126.81
88,2,1,1. White Non-Hispanic,0,1,0,22844.557
68,1,1,5. Hispanic,1,1,0,20663.27
20,2,0,2. Black Non-Hispanic,0,0,1,13042.397
52,4,1,1. White Non-Hispanic,0,1,1,8408.5215
85,4,1,1. White Non-Hispanic,0,0,0,179582.45
22,2,1,5. Hispanic,1,0,0,27793.072
43,2,0,2. Black Non-Hispanic,1,0,1,3273.4172
25,3,1,2. Black Non-Hispanic,0,0,0,26531.25
33,4,1,2. Black Non-Hispanic,1,0,0,121584.2
45,4,1,2. Black Non-Hispanic,1,0,0,47361.836
22,3,0,5. Hispanic,1,0,1,16399.684
55,4,0,5. Hispanic,0,0,0,42209.941
50,4,1,2. Black Non-Hispanic,0,0,0,62392.75
56,3,0,2. Black Non-Hispanic,0,1,0,19415.773
43,2,1,2. Black Non-Hispanic,1,0,0,56461.25
55,4,0,1. White Non-Hispanic,0,0,0,29713.568
30,4,0,2. Black Non-Hispanic,0,0,0,18936
35,4,1,3. Asian Non-Hispanic,0,0,0,265629.09
53,4,1,1. White Non-Hispanic,0,1,0,244643.92
68,3,1,2. Black Non-Hispanic,1,1,0,32916.07
49,3,1,2. Black Non-Hispanic,0,0,0,79138.359
82,4,1,1. White Non-Hispanic,0,0,0,42559.789
39,3,0,1. White Non-Hispanic,0,0,0,135119.22
62,4,1,2. Black Non-Hispanic,0,1,1,32252.178
46,3,1,5. Hispanic,1,1,0,35925.727
18,3,0,1. White Non-Hispanic,0,0,0,291554.09
66,2,1,1. White Non-Hispanic,0,0,0,137856.28
46,4,1,1. White Non-Hispanic,0,0,0,79738.25
31,4,0,1. White Non-Hispanic,0,0,0,53915.172
84,3,1,1. White Non-Hispanic,0,0,1,8000.5967
48,4,1,2. Black Non-Hispanic,1,0,0,101053.25
50,1,1,2. Black Non-Hispanic,0,0,0,119741.83
45,4,1,2. Black Non-Hispanic,1,0,1,22052.529
55,4,1,5. Hispanic,0,0,1,35639.637
53,3,0,2. Black Non-Hispanic,1,0,0,44278.719
33,2,0,5. Hispanic,1,0,1,12633.043
45,1,0,2. Black Non-Hispanic,0,1,0,24201.869
38,1,1,5. Hispanic,1,0,1,16907.246
37,3,1,2. Black Non-Hispanic,1,0,0,76857.828
57,4,1,5. Hispanic,0,0,0,74527.109
24,4,0,1. White Non-Hispanic,0,0,0,48738.25
61,3,0,1. White Non-Hispanic,0,0,0,78506.102
19,2,1,5. Hispanic,1,1,0,105068.17
37,1,0,5. Hispanic,1,1,0,84172.82
21,2,1,1. White Non-Hispanic,0,0,0,66822.102
69,1,0,5. Hispanic,0,1,1,11620.98
41,1,1,5. Hispanic,0,0,0,33123.539
41,4,1,1. White Non-Hispanic,0,1,0,68290.469
66,2,1,2. Black Non-Hispanic,1,1,1,1077.295
56,3,1,5. Hispanic,1,0,1,0
42,3,1,5. Hispanic,0,1,0,35450.25
56,4,0,2. Black Non-Hispanic,0,0,0,106218.2
58,4,1,1. White Non-Hispanic,0,0,0,24218.52
47,4,1,2. Black Non-Hispanic,1,1,1,12527.978
58,4,0,3. Asian Non-Hispanic,1,0,1,11350.756
49,4,1,1. White Non-Hispanic,0,0,0,423890
38,4,0,1. White Non-Hispanic,0,0,0,73754
72,4,0,4. Other / MultiRacial,0,1,0,59710.75
80.65367005,4,0,1. White Non-Hispanic,0,1,0,94131.906
54,4,1,5. Hispanic,1,0,1,15636.625
59,1,0,5. Hispanic,1,1,0,20785.242
64,4,1,1. White Non-Hispanic,0,0,0,72488.078
50,4,1,1. White Non-Hispanic,0,0,0,98962.25
27,4,1,1. White Non-Hispanic,1,0,0,91000.375
33,3,1,5. Hispanic,1,1,0,167688.23
57,4,1,1. White Non-Hispanic,0,0,0,90513.539
53,2,1,2. Black Non-Hispanic,1,0,0,56056.289
18,3,1,5. Hispanic,1,0,0,42676.566
32,3,0,4. Other / MultiRacial,1,0,0,66784.578
49,4,1,1. White Non-Hispanic,0,0,0,99362.828
56,4,1,2. Black Non-Hispanic,1,0,0,94592.141
62,2,1,2. Black Non-Hispanic,1,1,1,12901.943
54,1,1,4. Other / MultiRacial,1,0,1,22738.545
19,1,1,5. Hispanic,0,0,0,84616.43
55,3,0,5. Hispanic,1,0,0,35821.387
39,4,0,5. Hispanic,0,0,0,77939.898
82,1,0,5. Hispanic,0,0,0,20713.043
60,4,0,1. White Non-Hispanic,0,1,0,423890
46,4,1,3. Asian Non-Hispanic,1,1,1,14712.5
29,3,0,3. Asian Non-Hispanic,0,1,0,38728.941
36,1,1,5. Hispanic,1,0,0,49877.898
54,3,1,5. Hispanic,1,0,1,22111.848
63,3,1,2. Black Non-Hispanic,0,1,0,14970.403
62,2,1,5. Hispanic,0,0,0,108601.27
57,4,0,1. White Non-Hispanic,0,0,0,61201.648
49,4,1,5. Hispanic,1,0,1,13629
74,4,1,5. Hispanic,0,1,0,41980.324
61,4,0,1. White Non-Hispanic,0,0,0,44455.051
30,3,1,2. Black Non-Hispanic,0,0,0,109815.6
35,1,1,1. White Non-Hispanic,0,0,0,33016.59
49,3,0,2. Black Non-Hispanic,1,1,0,19982.023
52,1,1,5. Hispanic,1,1,1,19793.592
87,4,1,1. White Non-Hispanic,1,1,0,81705.336
46,1,1,5. Hispanic,1,1,1,9906.6006
59,4,1,1. White Non-Hispanic,0,0,0,20000
53,1,1,2. Black Non-Hispanic,0,1,0,26099.43
57,1,1,5. Hispanic,1,0,1,17138.699
69,4,1,1. White Non-Hispanic,0,0,0,93327.297
46,3,0,2. Black Non-Hispanic,0,0,0,48075.387
20,2,0,5. Hispanic,0,0,1,8378.0234
45,1,0,5. Hispanic,0,0,0,15398.75
27,2,0,5. Hispanic,0,0,1,4200.1621
78,2,1,2. Black Non-Hispanic,0,0,1,8291.542
69,3,0,2. Black Non-Hispanic,1,1,0,120237.41
21,3,1,3. Asian Non-Hispanic,0,0,1,28747.57
56,4,1,1. White Non-Hispanic,0,0,0,423890
38,4,1,1. White Non-Hispanic,0,0,0,116149.14
32,2,1,5. Hispanic,1,0,0,21706.25
64,4,1,1. White Non-Hispanic,0,0,0,115342.73
21,3,1,2. Black Non-Hispanic,0,0,1,38873.051
85,2,1,1. White Non-Hispanic,1,0,1,4237.48
30,2,1,5. Hispanic,0,0,0,19706.25
26,4,0,1. White Non-Hispanic,0,0,0,165524.59
67,4,1,4. Other / MultiRacial,0,0,0,35152.75
49,4,0,5. Hispanic,0,0,0,48102.5
47,1,1,1. White Non-Hispanic,1,1,1,8254
41,2,1,2. Black Non-Hispanic,0,0,0,69530.266
51,1,0,2. Black Non-Hispanic,1,0,0,15894.968
53,4,1,2. Black Non-Hispanic,1,1,1,1873.63
29,2,0,1. White Non-Hispanic,0,0,1,34386.258
70,4,0,2. Black Non-Hispanic,0,0,0,69013.117
25,3,1,5. Hispanic,0,0,0,120305.57
52,2,1,5. Hispanic,1,0,1,26048
60,3,1,2. Black Non-Hispanic,1,1,1,22029.326
46,3,0,5. Hispanic,1,0,0,69446.5
51,1,0,2. Black Non-Hispanic,0,1,0,147792.94
20,2,0,2. Black Non-Hispanic,0,0,0,128178.61
50,4,0,3. Asian Non-Hispanic,0,0,0,63924.602
43,2,1,2. Black Non-Hispanic,0,0,0,51038.766
27,4,1,5. Hispanic,0,0,0,30386.588
31,3,1,1. White Non-Hispanic,0,0,0,40617.203
36,4,0,5. Hispanic,0,0,1,50
34,3,1,2. Black Non-Hispanic,0,0,0,115672.62
61,2,0,1. White Non-Hispanic,1,1,0,22906.102
53,2,1,5. Hispanic,1,0,0,81271.82
34,1,1,5. Hispanic,0,0,0,36011.215
75.70937846,3,1,1. White Non-Hispanic,0,0,0,45000
73,4,0,1. White Non-Hispanic,0,0,0,58564.754
31,4,0,5. Hispanic,0,0,0,84201.281
54,2,1,2. Black Non-Hispanic,1,1,0,27907.416
43,3,1,5. Hispanic,1,1,1,35845.852
40,2,0,5. Hispanic,1,1,1,25678.949
51,2,1,4. Other / MultiRacial,0,0,0,60099.035
36,1,1,5. Hispanic,1,0,1,24270.551
67,2,0,2. Black Non-Hispanic,1,1,0,25432.369
30,3,1,2. Black Non-Hispanic,1,0,0,75101.031
32,3,1,2. Black Non-Hispanic,0,0,0,45409.66
21,3,1,3. Asian Non-Hispanic,1,0,1,0
65,4,0,1. White Non-Hispanic,1,1,0,51049.398
35,4,1,1. White Non-Hispanic,1,0,0,29853.25
59,4,0,1. White Non-Hispanic,0,0,0,277026.47
55,4,1,1. White Non-Hispanic,0,0,0,54223.051
72,3,1,1. White Non-Hispanic,0,0,1,15058.578
29,4,0,2. Black Non-Hispanic,0,0,0,84815.336
38,4,1,1. White Non-Hispanic,0,0,0,73153.242
58,4,0,1. White Non-Hispanic,0,0,0,88272.602
52,1,1,2. Black Non-Hispanic,0,0,1,21077.043
60,2,1,2. Black Non-Hispanic,0,0,0,28297.047
20,3,1,5. Hispanic,1,0,0,80529.336
58,4,1,1. White Non-Hispanic,0,0,0,35944.875
45,2,0,4. Other / MultiRacial,0,0,0,74689.219
68,2,1,2. Black Non-Hispanic,1,1,0,28148.766
29,3,1,2. Black Non-Hispanic,0,0,0,18382.25
37,4,1,1. White Non-Hispanic,0,0,1,17951.104
73,3,1,1. White Non-Hispanic,0,0,0,144686.83
53,1,1,1. White Non-Hispanic,1,1,0,14713
82,2,1,2. Black Non-Hispanic,1,0,1,8264.2881
65,4,1,2. Black Non-Hispanic,1,0,0,26503.566
21,4,1,3. Asian Non-Hispanic,1,0,1,4659
31,3,1,5. Hispanic,0,1,1,14176.2
53.31463366,2,1,1. White Non-Hispanic,1,0,0,30391.328
54,4,1,1. White Non-Hispanic,0,1,1,10914
29,2,0,5. Hispanic,1,0,1,33847.789
18,2,1,5. Hispanic,0,0,1,20233.295
73,1,0,2. Black Non-Hispanic,0,0,0,26427
63,2,0,2. Black Non-Hispanic,0,1,0,12408.243
70,3,0,1. White Non-Hispanic,0,0,0,63601.75
27,2,0,2. Black Non-Hispanic,1,0,0,21417.33
42,2,0,2. Black Non-Hispanic,1,1,0,28471.73
60,3,1,1. White Non-Hispanic,0,0,0,77579.688
60,4,1,4. Other / MultiRacial,0,1,1,0
56,4,1,1. White Non-Hispanic,0,0,0,423890
50,4,0,1. White Non-Hispanic,0,0,0,293098.84
23,3,1,5. Hispanic,0,0,0,60552.129
45,2,1,2. Black Non-Hispanic,1,0,1,13887.368
26,4,0,1. White Non-Hispanic,0,0,0,58975.758
62,3,0,1. White Non-Hispanic,0,0,0,38647.535
39,4,1,3. Asian Non-Hispanic,0,0,0,153816.75
80,1,1,2. Black Non-Hispanic,0,0,1,8246.2305
52,2,1,5. Hispanic,1,0,0,56119.27
56,1,1,5. Hispanic,0,0,0,37073.156
33,4,1,2. Black Non-Hispanic,0,0,0,39027.789
21,3,1,3. Asian Non-Hispanic,0,0,0,90102.648
50,1,0,2. Black Non-Hispanic,1,1,1,9499.2598
55,4,0,1. White Non-Hispanic,0,0,0,89282.68
19,2,1,5. Hispanic,0,0,0,46294.672
36,4,0,2. Black Non-Hispanic,0,0,0,74540.68
53,3,0,2. Black Non-Hispanic,0,0,0,55230.5
58,1,1,2. Black Non-Hispanic,0,0,0,50671.195
41,1,0,5. Hispanic,0,0,0,94014.234
57,4,1,1. White Non-Hispanic,0,0,0,101344.21
49,4,1,1. White Non-Hispanic,0,0,0,48073.25
50,2,1,5. Hispanic,1,0,1,29087.75
49,2,0,2. Black Non-Hispanic,1,0,0,20873.793
46,1,1,5. Hispanic,1,0,1,26169.568
45,3,1,5. Hispanic,1,1,0,35665.758
41,4,1,1. White Non-Hispanic,0,0,0,162740
64,3,0,5. Hispanic,0,0,1,9676
18,1,1,1. White Non-Hispanic,0,0,1,35097.16
54,4,1,1. White Non-Hispanic,0,0,0,169872.2
29,4,1,1. White Non-Hispanic,0,0,0,44988.383
48,2,1,2. Black Non-Hispanic,0,0,0,83303.297
57,3,0,5. Hispanic,0,0,0,49652.25
55,3,0,2. Black Non-Hispanic,1,0,0,20001.02
57.46565322,3,1,5. Hispanic,1,0,0,74574.203
44,4,1,1. White Non-Hispanic,0,1,0,64107.5
23,2,1,5. Hispanic,0,0,1,23745.752
37,1,0,1. White Non-Hispanic,0,0,0,84559.258
37,3,0,1. White Non-Hispanic,0,0,0,48754.199
29,4,0,1. White Non-Hispanic,0,0,0,53528.25
23,3,1,2. Black Non-Hispanic,0,0,0,63007.602
26,4,1,5. Hispanic,0,0,0,135732.25
65,1,1,2. Black Non-Hispanic,0,1,0,21052.275
46,4,0,1. White Non-Hispanic,0,0,0,127023.96
38,4,1,2. Black Non-Hispanic,0,0,0,62537.813
24,3,1,5. Hispanic,1,0,0,72137.781
24,2,0,2. Black Non-Hispanic,1,0,0,77717.797
79,3,1,2. Black Non-Hispanic,1,1,0,36805.789
45,2,0,2. Black Non-Hispanic,1,1,1,12990.743
45,4,0,3. Asian Non-Hispanic,0,0,0,25663.25
49,1,1,2. Black Non-Hispanic,1,1,0,20157.043
41,4,0,1. White Non-Hispanic,0,0,0,138768.59
41,4,1,2. Black Non-Hispanic,1,0,0,43534.25
64,4,1,1. White Non-Hispanic,1,1,0,237493.45
53,2,1,5. Hispanic,1,0,0,40579.234
42,4,1,2. Black Non-Hispanic,1,0,0,61493.25
25,4,1,5. Hispanic,0,0,1,11187.279
18,2,0,5. Hispanic,0,0,1,26825.381
42,4,1,5. Hispanic,0,0,0,88035.039
23,2,0,1. White Non-Hispanic,0,0,1,6190.1934
44,3,1,1. White Non-Hispanic,0,0,0,72139.367
43,1,1,2. Black Non-Hispanic,0,0,1,20207.73
41,1,1,2. Black Non-Hispanic,1,1,1,27245.654
51,3,0,1. White Non-Hispanic,0,0,0,73559.266
89,2,0,1. White Non-Hispanic,0,1,1,0
77,4,0,1. White Non-Hispanic,0,1,0,83623.117
39,4,1,2. Black Non-Hispanic,0,0,0,56991.063
66,4,0,5. Hispanic,0,0,0,173729.5
27,4,0,5. Hispanic,0,0,1,5967.1499
62,4,1,2. Black Non-Hispanic,1,0,0,51783.965
54,2,0,2. Black Non-Hispanic,0,0,0,37653.25
34,3,1,5. Hispanic,1,0,0,18347.992
76,4,0,1. White Non-Hispanic,0,0,0,31726.43
29,1,1,5. Hispanic,0,0,1,9019.6963
35.44505086,3,1,1. White Non-Hispanic,0,0,0,142321.53
67,2,0,2. Black Non-Hispanic,0,0,0,48642.75
66,4,1,1. White Non-Hispanic,0,0,0,372184.72
38,2,1,5. Hispanic,0,0,0,172937.98
24,4,0,2. Black Non-Hispanic,0,0,0,33039.25
38,2,0,1. White Non-Hispanic,0,0,0,28478
54,3,1,2. Black Non-Hispanic,1,1,0,32445.848
70,4,1,5. Hispanic,1,1,0,39441.77
60,4,1,1. White Non-Hispanic,0,0,0,38879
40,4,1,2. Black Non-Hispanic,0,0,0,34127.867
40,2,1,5. Hispanic,0,1,0,29809.459
60,3,1,2. Black Non-Hispanic,1,1,0,55735.113
49,4,0,4. Other / MultiRacial,0,0,0,126004.58
54,2,1,3. Asian Non-Hispanic,1,1,1,14369.586
82,3,1,2. Black Non-Hispanic,0,0,0,122438.16
65,4,0,1. White Non-Hispanic,0,0,0,74952.5
84,4,1,1. White Non-Hispanic,0,0,0,25200
43,4,1,1. White Non-Hispanic,1,0,0,217046.52
32,4,1,2. Black Non-Hispanic,1,0,1,10383.73
52,4,0,1. White Non-Hispanic,0,0,0,127254.2
63,4,1,5. Hispanic,0,1,0,25418
29,4,1,1. White Non-Hispanic,0,0,0,139186.61
75,1,1,5. Hispanic,0,1,0,15318.114
37,1,1,5. Hispanic,0,0,0,38751.734
56,3,0,5. Hispanic,0,1,1,18551.24
44,1,0,2. Black Non-Hispanic,1,0,1,10953.043
22,2,0,2. Black Non-Hispanic,0,1,0,39139.5
56,4,0,1. White Non-Hispanic,0,0,0,62890
32,3,1,3. Asian Non-Hispanic,0,0,0,94867.156
30,3,1,2. Black Non-Hispanic,1,0,0,77722.242
75,4,1,1. White Non-Hispanic,1,1,0,19470.609
25,2,0,5. Hispanic,1,0,1,8913.043
51,2,0,2. Black Non-Hispanic,0,0,0,226956.75
45,4,0,5. Hispanic,1,0,0,162009
42,1,1,5. Hispanic,1,1,0,23501.488
37,4,0,5. Hispanic,0,0,0,64807.25
38,4,0,1. White Non-Hispanic,0,0,0,99533.297
83,1,1,5. Hispanic,0,1,0,39719.617
18,4,1,5. Hispanic,0,0,0,15034.708
64,1,1,2. Black Non-Hispanic,0,0,1,26419.277
